numerical__Age,numerical__NumberOfDependents,numerical__MonthlyIncome,numerical__AnnualIncome,numerical__Experience,numerical__JobTenure,numerical__CreditScore,numerical__NumberOfOpenCreditLines,numerical__LoanAmount,numerical__LoanDuration,numerical__InterestRate,numerical__MonthlyDebtPayments,numerical__MonthlyLoanPayment,numerical__DebtToIncomeRatio,numerical__LoanToIncomeRatio,numerical__DisposableIncome,numerical__LoanPaymentToIncomeRatio,categorical__EducationLevel_Associate,categorical__EducationLevel_Bachelor,categorical__EducationLevel_Doctorate,categorical__EducationLevel_High School,categorical__EducationLevel_Master,categorical__EmploymentStatus_Employed,categorical__EmploymentStatus_Self-Employed,categorical__EmploymentStatus_Unemployed,categorical__MaritalStatus_Divorced,categorical__MaritalStatus_Married,categorical__MaritalStatus_Single,categorical__MaritalStatus_Widowed,categorical__LoanPurpose_Auto,categorical__LoanPurpose_Debt Consolidation,categorical__LoanPurpose_Education,categorical__LoanPurpose_Home,categorical__LoanPurpose_Other,LoanApproved
30.0,1.0,1859.0,22308.0,4.0,10.0,518.0,6.0,22287.0,36.0,0.2629339084318744,753.0,901.443911058858,0.4077800974612215,0.9990586336740183,1106.0,0.48490796721832063,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
55.0,0.0,2857.1666666666665,34286.0,32.0,2.0,608.0,7.0,24841.0,24.0,0.2123770071221122,253.0,1279.3730844471086,0.1776124705424992,0.7245231289739252,2604.1666666666665,0.447776848082754,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
37.0,0.0,8131.75,97581.0,15.0,5.0,643.0,4.0,20354.0,84.0,0.244225794429699,669.0,507.70261384225626,0.1166426326347699,0.2085856877875816,7462.75,0.062434606799551914,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
42.0,1.0,2057.833333333333,39497.0,18.0,4.0,583.0,1.0,23198.0,12.0,0.1780988790371587,494.0,2124.6941560171545,0.2472921304141427,0.5873357470187609,1563.833333333333,1.032490883299824,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
20.0,0.0,1250.0,15000.0,0.0,6.0,476.0,6.0,22538.0,48.0,0.3354456,316.0,858.6181097480079,0.2006122419239305,1.5025333333333333,934.0,0.6868944877984063,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
32.0,0.0,3249.1666666666665,38990.0,9.0,3.0,578.0,3.0,16239.0,12.0,0.2044651639846441,492.0,1507.764215674258,0.1954933380164799,0.416491408053347,2757.1666666666665,0.46404643724265443,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
43.0,3.0,6071.5,72858.0,18.0,7.0,563.0,4.0,15786.0,48.0,0.2670324665497733,390.0,538.5260247123177,0.2233106248108975,0.21666803919953884,5681.5,0.08869736057190443,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
37.0,1.0,2857.25,34287.0,15.0,6.0,523.0,3.0,30223.0,120.0,0.2663597535705503,261.0,722.7088359928874,0.3285545709452742,0.8814711114999855,2596.25,0.2529386073997331,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
56.0,1.0,1918.5833333333333,23023.0,33.0,3.0,602.0,3.0,15965.0,96.0,0.2715265317319138,185.0,408.9782221620688,0.5685080727803676,0.6934369977848238,1733.5833333333333,0.21316677522237873,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
54.0,2.0,5843.75,70125.0,31.0,3.0,592.0,3.0,18720.0,120.0,0.2900022630945384,356.0,479.7251520132717,0.5040333447394422,0.266951871657754,5487.75,0.08209200462259195,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
45.0,1.0,3653.0,43836.0,21.0,4.0,621.0,3.0,27277.0,36.0,0.1978447859406116,426.0,1010.718153633609,0.5079201117702526,0.6222511178027192,3227.0,0.2766816735925565,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
47.0,3.0,5741.166666666667,68894.0,23.0,4.0,611.0,4.0,35420.0,24.0,0.2047141023076376,551.0,1810.896763338566,0.3322365996348375,0.514123145702093,5190.166666666667,0.3154231306073503,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
18.0,3.0,3221.5,38658.0,0.0,6.0,483.0,2.0,21321.0,36.0,0.2513597268844934,178.0,849.25328488277,0.0061759217422253,0.5515287909358995,3043.5,0.26362045161656683,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
23.0,2.0,3653.9166666666665,43847.0,4.0,4.0,591.0,3.0,19672.0,60.0,0.2141277939874822,517.0,536.7716796549759,0.1552211487329831,0.44865099094578875,3136.9166666666665,0.14690309840718202,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
35.0,0.0,1927.5833333333333,23131.0,13.0,5.0,589.0,0.0,10253.0,12.0,0.1640214181923067,156.0,932.2157662334936,0.1877983741887851,0.443257965500843,1771.5833333333333,0.483618918109979,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
26.0,1.0,2935.333333333333,35224.0,3.0,5.0,548.0,2.0,29846.0,108.0,0.2830142921578466,420.0,765.6590695449278,0.5340110561837789,0.8473200090847149,2515.333333333333,0.2608422903287285,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
39.0,1.0,2765.833333333333,33190.0,13.0,2.0,491.0,3.0,24345.0,36.0,0.2524321279656178,350.0,971.0872629749692,0.367921952897273,0.7335040674902079,2415.833333333333,0.3511011496143306,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
52.0,2.0,2480.333333333333,29764.0,30.0,4.0,537.0,2.0,14336.0,48.0,0.2377666521806961,628.0,465.6116495474308,0.4682606435723501,0.4816556914393227,1852.333333333333,0.18772140151085775,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
33.0,1.0,3385.833333333333,40630.0,11.0,7.0,573.0,3.0,8733.0,48.0,0.1759586991033053,307.0,254.69135857210463,0.111240024315728,0.21493969972926408,3078.833333333333,0.07522265082119754,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
49.0,5.0,2099.75,25197.0,25.0,4.0,543.0,4.0,34032.0,60.0,0.2747582955307083,343.0,1048.8785580663657,0.3088751340614168,1.3506369805929277,1756.75,0.4995254473467631,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
46.0,1.0,4999.833333333333,59998.0,26.0,5.0,544.0,1.0,56657.0,36.0,0.3013889540244137,249.0,2409.491232661381,0.6077783879512799,0.9443148104936832,4750.833333333333,0.481914310342621,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
51.0,2.0,1647.5833333333333,19771.0,30.0,4.0,568.0,2.0,18517.0,96.0,0.3234204,360.0,541.1904501267184,0.1976106078449132,0.9365737696626372,1287.5833333333333,0.3284753124030459,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
54.0,2.0,1613.3333333333333,19360.0,30.0,4.0,557.0,0.0,40796.0,72.0,0.2634135975038744,640.0,1132.7446491861056,0.311558957620034,2.107231404958678,973.3333333333333,0.7021144519748589,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
32.0,2.0,4325.833333333333,51910.0,7.0,5.0,609.0,1.0,20441.0,12.0,0.1907272464424708,396.0,1884.4821611341329,0.1584593510704591,0.39377769215950686,3929.833333333333,0.4356344814796686,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
46.0,0.0,4833.083333333333,57997.0,24.0,11.0,599.0,1.0,21112.0,24.0,0.187257148874823,313.0,1061.415423430625,0.3706734534184238,0.36401882856009793,4520.083333333333,0.21961455042791006,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
45.0,0.0,5621.25,67455.0,24.0,8.0,659.0,1.0,29548.0,60.0,0.1992206988860157,451.0,781.5605813938632,0.0932076109729541,0.43804017493143577,5170.25,0.1390367945552792,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
48.0,0.0,2844.1666666666665,34130.0,28.0,9.0,541.0,2.0,28320.0,60.0,0.3049804001217587,293.0,924.9305780491452,0.3563628181672689,0.8297685320832112,2551.1666666666665,0.3252026644180997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
33.0,1.0,2725.083333333333,32701.0,9.0,4.0,578.0,5.0,14662.0,96.0,0.2429746170623385,375.0,347.61447425698253,0.2469896641720622,0.44836549340998744,2350.083333333333,0.12756104373211188,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
34.0,5.0,6728.083333333333,80737.0,13.0,4.0,508.0,2.0,16459.0,120.0,0.3260417888980721,529.0,465.8647189764691,0.2281292542453986,0.20385944486418867,6199.083333333333,0.06924181760181365,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
46.0,0.0,8826.75,105921.0,24.0,6.0,588.0,3.0,27115.0,72.0,0.2620567837537251,566.0,750.5893706304196,0.3946755452811653,0.25599267378517954,8260.75,0.08503575728670457,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
21.0,2.0,5804.333333333333,69652.0,0.0,6.0,415.0,5.0,16640.0,36.0,0.3066222537435168,482.0,712.4433099202063,0.4435361709269694,0.23890196979268363,5322.333333333333,0.1227433486338149,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
65.0,1.0,1312.9166666666667,15755.0,37.0,2.0,503.0,5.0,15932.0,72.0,0.2857192472889113,329.0,464.730185575373,0.1341471669640673,1.011234528721041,983.9166666666667,0.3539677706699128,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
43.0,1.0,1985.9166666666667,23831.0,22.0,6.0,627.0,3.0,7449.0,60.0,0.2106635396545735,349.0,201.7986167029785,0.1309459328120465,0.31257605639712976,1636.9166666666667,0.10161484622700441,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
18.0,2.0,1250.0,15000.0,0.0,3.0,508.0,2.0,9889.0,108.0,0.2655297707996825,531.0,241.54046710785985,0.1801492494753532,0.6592666666666667,719.0,0.19323237368628787,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
54.0,0.0,4606.5,55278.0,31.0,0.0,542.0,2.0,29971.0,48.0,0.2225856256849819,395.0,948.4807741775012,0.2432259661249817,0.5421867650783313,4211.5,0.20590052625149272,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
32.0,4.0,5168.25,62019.0,5.0,3.0,515.0,3.0,14815.0,36.0,0.2607755809587091,362.0,597.5177952923832,0.0766294428439596,0.23887840822973605,4806.25,0.11561317569629627,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
39.0,2.0,6852.25,82227.0,13.0,3.0,515.0,7.0,58755.0,48.0,0.3083090492184503,461.0,2144.020655221346,0.1234821257081492,0.714546316903207,6391.25,0.3128929410370821,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
54.0,0.0,5874.5,70494.0,29.0,9.0,577.0,4.0,17581.0,48.0,0.1990691392752925,322.0,534.1246449728079,0.3494120189857135,0.24939711181093427,5552.5,0.09092257127803352,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
45.0,0.0,11471.916666666666,137663.0,25.0,4.0,562.0,0.0,15425.0,60.0,0.2525799317800963,517.0,455.08019611625735,0.2887588840483455,0.11204898919825952,10954.916666666666,0.039669063970675406,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
36.0,2.0,2576.25,30915.0,12.0,3.0,482.0,4.0,38083.0,36.0,0.3116313912748715,450.0,1641.040411049544,0.1400303274098474,1.2318615558790231,2126.25,0.6369880295194736,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
18.0,4.0,1947.75,23373.0,0.0,3.0,601.0,4.0,37256.0,60.0,0.2474778135558429,674.0,1088.0108459219116,0.2222294075972055,1.593975955161939,1273.75,0.5585988170565583,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
26.0,3.0,11604.25,139251.0,3.0,4.0,576.0,4.0,11526.0,60.0,0.2187882900356729,390.0,317.54201786508537,0.0767057988630634,0.08277139841006528,11214.25,0.027364286176623683,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
54.0,3.0,2651.9166666666665,31823.0,30.0,5.0,641.0,2.0,24759.0,36.0,0.2073599517593365,334.0,929.444274619189,0.3268835067237862,0.7780221852119537,2317.9166666666665,0.35048019656947077,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
52.0,0.0,2802.083333333333,33625.0,31.0,5.0,571.0,3.0,27132.0,36.0,0.2360292858451642,564.0,1058.817377257885,0.2317747024152612,0.8068996282527882,2238.083333333333,0.37786791158645716,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
43.0,1.0,7813.583333333333,93763.0,18.0,9.0,522.0,3.0,8495.0,24.0,0.2202869708200449,577.0,440.8253194310755,0.3076989077596603,0.09060077002655632,7236.583333333333,0.056417817616468184,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
24.0,2.0,1349.6666666666667,16196.0,1.0,6.0,534.0,7.0,22996.0,72.0,0.229147853205207,725.0,590.35270325569,0.6904862489209042,1.4198567547542602,624.6666666666667,0.43740630026353916,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
45.0,2.0,7229.75,86757.0,20.0,8.0,593.0,1.0,7590.0,36.0,0.1943720621938612,459.0,279.8998177233304,0.4506143055760864,0.08748573602130087,6770.75,0.0387150064280688,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
47.0,2.0,3839.5833333333335,46075.0,22.0,5.0,626.0,2.0,27890.0,36.0,0.2172615332245175,634.0,1061.1846471404249,0.2259632140392771,0.6053174172544764,3205.5833333333335,0.2763801576925686,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
41.0,4.0,7404.333333333333,88852.0,17.0,8.0,580.0,2.0,12805.0,24.0,0.1901135948818679,284.0,645.5530166224638,0.3326073495652922,0.1441160581641381,7120.333333333333,0.08718583936737008,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
42.0,3.0,11813.333333333334,141760.0,22.0,6.0,614.0,4.0,28655.0,48.0,0.1958562094444487,338.0,865.6681439091622,0.3482258172770188,0.20213741534988713,11475.333333333334,0.07327890608711869,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
46.0,1.0,5071.916666666667,60863.0,24.0,6.0,601.0,7.0,13981.0,108.0,0.2965549905491372,503.0,372.16096374024966,0.2194764636926912,0.22971263329116212,4568.916666666667,0.07337678991970484,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
46.0,1.0,4278.333333333333,51340.0,25.0,5.0,619.0,4.0,20465.0,24.0,0.1813039452728722,910.0,1022.98658394608,0.4279134217113561,0.3986170627191274,3368.333333333333,0.2391086678487137,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
50.0,4.0,4054.75,48657.0,30.0,6.0,564.0,3.0,20071.0,36.0,0.2315034085232895,482.0,778.5164229752155,0.4030456326345105,0.41249974309965676,3572.75,0.1920010908132969,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
46.0,1.0,1779.0,21348.0,21.0,9.0,568.0,2.0,42929.0,72.0,0.2890641901602306,591.0,1261.370904980623,0.220499346045054,2.0109143713696835,1188.0,0.7090336734011371,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
28.0,1.0,3742.3333333333335,44908.0,7.0,3.0,523.0,2.0,28865.0,72.0,0.2779772433222369,398.0,827.8182139611292,0.4017001426675686,0.6427585285472521,3344.3333333333335,0.221203762526355,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
46.0,1.0,2974.1666666666665,35690.0,24.0,3.0,545.0,2.0,14697.0,24.0,0.1973716799943792,676.0,746.1298953223985,0.5309009407881357,0.41179602129448023,2298.1666666666665,0.2508702365892066,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
55.0,0.0,5079.75,60957.0,37.0,2.0,624.0,4.0,13081.0,96.0,0.2692826769662182,424.0,333.10863624936286,0.2461086840377327,0.21459389405646603,4655.75,0.06557579334600382,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
47.0,1.0,3827.5,45930.0,27.0,5.0,634.0,2.0,11095.0,60.0,0.1971497954655252,305.0,292.19285789214854,0.7295543153945359,0.241563248421511,3522.5,0.07634039396267761,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
45.0,3.0,8894.75,106737.0,24.0,5.0,619.0,1.0,83585.0,36.0,0.2947508146062443,511.0,3524.3264375440203,0.3610292772806999,0.7830930230379344,8383.75,0.39622546305899775,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
